Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
  8059.0,  9.169466E-5,  1030.39895,          NaN,         NaN, 8.751260E-13,  1148.31128,          NaN,         NaN
  8060.0,  9.089307E-5,  1030.77036,          NaN,         NaN, 8.734833E-13,  1148.42419,          NaN,         NaN
  8061.0,  9.485145E-5,  1031.12057,          NaN,         NaN, 8.682256E-13,  1148.54148,          NaN,         NaN
  8062.0,  1.023538E-4,  1031.43371,          NaN,         NaN, 8.591704E-13,  1148.66336,          NaN,         NaN
  8063.0,  1.121064E-4,  1031.70767,          NaN,         NaN, 8.461886E-13,  1148.79012,          NaN,         NaN
  8064.0,  1.230868E-4,  1031.94782,          NaN,         NaN, 8.292197E-13,  1148.92208,          NaN,         NaN
  8065.0,  1.346059E-4,  1032.16120,          NaN,         NaN, 8.082863E-13,  1149.05960,          NaN,         NaN
  8066.0,  1.462430E-4,  1032.35406,          NaN,         NaN, 7.835090E-13,  1149.20319,          NaN,         NaN
  8067.0,  1.577660E-4,  1032.53124,          NaN,         NaN, 7.551191E-13,  1149.35341,          NaN,         NaN
  8068.0,  1.690690E-4,  1032.69640,          NaN,         NaN, 7.234726E-13,  1149.51101,          NaN,         NaN
  8069.0,  1.801285E-4,  1032.85229,          NaN,         NaN, 6.890636E-13,  1149.67690,          NaN,         NaN
  8070.0,  1.909736E-4,  1033.00105,          NaN,         NaN, 6.525394E-13,  1149.85219,          NaN,         NaN
  8071.0,  2.016642E-4,  1033.14435,          NaN,         NaN, 6.147147E-13,  1150.03819,          NaN,         NaN
  8072.0,  2.122757E-4,  1033.28358,          NaN,         NaN, 5.765854E-13,  1150.23643,          NaN,         NaN
  8073.0,  2.228859E-4,  1033.41991,          NaN,         NaN, 5.393358E-13,  1150.44849,          NaN,         NaN
  8074.0,  2.335664E-4,  1033.55434,          NaN,         NaN, 5.043283E-13,  1150.67585,          NaN,         NaN
  8075.0,  2.443749E-4,  1033.68773,          NaN,         NaN, 4.730559E-13,  1150.91937,          NaN,         NaN
  8076.0,  2.553509E-4,  1033.82083,          NaN,         NaN, 4.470290E-13,  1151.17876,          NaN,         NaN
  8077.0,  2.665117E-4,  1033.95426,          NaN,         NaN, 4.275773E-13,  1151.45179,          NaN,         NaN
  8078.0,  2.778523E-4,  1034.08853,          NaN,         NaN, 4.155802E-13,  1151.73405,          NaN,         NaN
  8079.0,  2.893447E-4,  1034.22406,          NaN,         NaN, 4.112142E-13,  1152.01940,          NaN,         NaN
  8080.0,  3.009393E-4,  1034.36116,          NaN,         NaN, 4.138448E-13,  1152.30136,          NaN,         NaN
  8081.0,  3.125674E-4,  1034.50004,          NaN,         NaN, 4.221364E-13,  1152.57468,          NaN,         NaN
  8082.0,  3.241433E-4,  1034.64083,          NaN,         NaN, 4.343257E-13,  1152.83623,          NaN,         NaN
  8083.0,  3.355674E-4,  1034.78362,          NaN,         NaN, 4.485233E-13,  1153.08506,          NaN,         NaN
  8084.0,  3.467285E-4,  1034.92839,          NaN,         NaN, 4.629412E-13,  1153.32176,          NaN,         NaN
  8085.0,  3.575069E-4,  1035.07512,          NaN,         NaN, 4.760163E-13,  1153.54781,          NaN,         NaN
  8086.0,  3.677771E-4,  1035.22373,          NaN,         NaN, 4.864564E-13,  1153.76505,          NaN,         NaN
  8087.0,  3.774093E-4,  1035.37412,          NaN,         NaN, 4.932420E-13,  1153.97541,          NaN,         NaN
  8088.0,  3.862724E-4,  1035.52616,          NaN,         NaN, 4.956099E-13,  1154.18071,          NaN,         NaN
  8089.0,  3.942359E-4,  1035.67972,          NaN,         NaN, 4.930333E-13,  1154.38272,          NaN,         NaN
  8090.0,  4.011714E-4,  1035.83467,          NaN,         NaN, 4.852044E-13,  1154.58314,          NaN,         NaN
  8091.0,  4.069551E-4,  1035.99086,          NaN,         NaN, 4.720228E-13,  1154.78372,          NaN,         NaN
  8092.0,  4.114693E-4,  1036.14816,          NaN,         NaN, 4.535901E-13,  1154.98633,          NaN,         NaN
  8093.0,  4.146045E-4,  1036.30644,          NaN,         NaN, 4.302140E-13,  1155.19319,          NaN,         NaN
  8094.0,  4.162614E-4,  1036.46556,          NaN,         NaN, 4.024230E-13,  1155.40704,          NaN,         NaN
  8095.0,  4.163524E-4,  1036.62541,          NaN,         NaN, 3.710006E-13,  1155.63147,          NaN,         NaN
  8096.0,  4.148036E-4,  1036.78588,          NaN,         NaN, 3.370489E-13,  1155.87140,          NaN,         NaN
  8097.0,  4.115566E-4,  1036.94685,          NaN,         NaN, 3.021006E-13,  1156.13356,          NaN,         NaN
  8098.0,  4.065701E-4,  1037.10825,          NaN,         NaN, 2.682948E-13,  1156.42684,          NaN,         NaN
  8099.0,  3.998210E-4,  1037.26997,          NaN,         NaN, 2.385902E-13,  1156.76112,          NaN,         NaN
  8100.0,  3.913061E-4,  1037.43195,          NaN,         NaN, 2.167980E-13,  1157.14202,          NaN,         NaN
  8101.0,  3.810426E-4,  1037.59409,          NaN,         NaN, 2.068488E-13,  1157.56010,          NaN,         NaN
  8102.0,  3.690689E-4,  1037.75634,          NaN,         NaN, 2.109036E-13,  1157.98480,          NaN,         NaN
  8103.0,  3.554447E-4,  1037.91863,          NaN,         NaN, 2.277857E-13,  1158.38070,          NaN,         NaN
  8104.0,  3.402512E-4,  1038.08088,          NaN,         NaN, 2.538057E-13,  1158.73021,          NaN,         NaN
  8105.0,  3.235901E-4,  1038.24304,          NaN,         NaN, 2.848314E-13,  1159.03471,          NaN,         NaN
  8106.0,  3.055831E-4,  1038.40502,          NaN,         NaN, 3.174544E-13,  1159.30341,          NaN,         NaN
  8107.0,  2.863704E-4,  1038.56676,          NaN,         NaN, 3.491399E-13,  1159.54574,          NaN,         NaN
  8108.0,  2.661086E-4,  1038.72815,          NaN,         NaN, 3.780293E-13,  1159.76916,          NaN,         NaN
  8109.0,  2.449693E-4,  1038.88908,          NaN,         NaN, 4.027362E-13,  1159.97907,          NaN,         NaN
  8110.0,  2.231359E-4,  1039.04940,          NaN,         NaN, 4.222098E-13,  1160.17937,          NaN,         NaN
  8111.0,  2.008014E-4,  1039.20888,          NaN,         NaN, 4.356538E-13,  1160.37292,          NaN,         NaN
  8112.0,  1.781655E-4,  1039.36723,          NaN,         NaN, 4.424813E-13,  1160.56194,          NaN,         NaN
  8113.0,  1.554310E-4,  1039.52399,          NaN,         NaN, 4.422904E-13,  1160.74826,          NaN,         NaN
  8114.0,  1.328017E-4,  1039.67842,          NaN,         NaN, 4.348538E-13,  1160.93358,          NaN,         NaN
  8115.0,  1.104794E-4,  1039.82926,          NaN,         NaN, 4.201166E-13,  1161.11966,          NaN,         NaN
  8116.0,  8.866300E-5,  1039.97418,          NaN,         NaN, 3.982030E-13,  1161.30859,          NaN,         NaN
  8117.0,  6.755135E-5,  1040.10824,          NaN,         NaN, 3.694359E-13,  1161.50319,          NaN,         NaN
  8118.0,  4.736075E-5,  1040.21894,          NaN,         NaN, 3.343792E-13,  1161.70767,          NaN,         NaN
  8119.0,  2.841897E-5,  1040.26332,          NaN,         NaN, 2.939349E-13,  1161.92903,          NaN,         NaN
  8120.0,  1.207163E-5,  1039.97418,          NaN,         NaN, 2.495708E-13,  1162.17974,          NaN,         NaN
  8121.0,  1.158985E-5,  1038.51852,          NaN,         NaN, 2.038972E-13,  1162.48376,          NaN,         NaN
  8122.0,  2.540216E-5,  1038.22533,          NaN,         NaN, 1.621654E-13,  1162.88636,          NaN,         NaN
  8123.0,  3.938813E-5,  1038.26739,          NaN,         NaN, 1.352555E-13,  1163.44451,          NaN,         NaN
  8124.0,  5.227135E-5,  1038.37502,          NaN,         NaN, 1.381406E-13,  1164.10231,          NaN,         NaN
  8125.0,  6.386501E-5,  1038.50487,          NaN,         NaN, 1.725093E-13,  1164.65561,          NaN,         NaN
  8126.0,  7.413937E-5,  1038.64416,          NaN,         NaN, 2.256386E-13,  1165.05091,          NaN,         NaN
  8127.0,  8.312300E-5,  1038.78767,          NaN,         NaN, 2.873515E-13,  1165.34536,          NaN,         NaN
  8128.0,  9.088145E-5,  1038.93272,          NaN,         NaN, 3.523916E-13,  1165.58378,          NaN,         NaN
  8129.0,  9.751022E-5,  1039.07764,          NaN,         NaN, 4.178721E-13,  1165.78968,          NaN,         NaN
  8130.0,  1.031316E-4,  1039.22126,          NaN,         NaN, 4.819124E-13,  1165.97519,          NaN,         NaN
  8131.0,  1.078929E-4,  1039.36263,          NaN,         NaN, 5.431070E-13,  1166.14684,          NaN,         NaN
  8132.0,  1.119650E-4,  1039.50096,          NaN,         NaN, 6.003188E-13,  1166.30834,          NaN,         NaN
  8133.0,  1.155412E-4,  1039.63557,          NaN,         NaN, 6.525980E-13,  1166.46187,          NaN,         NaN
  8134.0,  1.188360E-4,  1039.76594,          NaN,         NaN, 6.991524E-13,  1166.60871,          NaN,         NaN
  8135.0,  1.220823E-4,  1039.89174,          NaN,         NaN, 7.393411E-13,  1166.74958,          NaN,         NaN
  8136.0,  1.255284E-4,  1040.01290,          NaN,         NaN, 7.726789E-13,  1166.88481,          NaN,         NaN
  8137.0,  1.294315E-4,  1040.12968,          NaN,         NaN, 7.988475E-13,  1167.01445,          NaN,         NaN
  8138.0,  1.340491E-4,  1040.24272,          NaN,         NaN, 8.177111E-13,  1167.13832,          NaN,         NaN
  8139.0,  1.396276E-4,  1040.35299,          NaN,         NaN, 8.293343E-13,  1167.25604,          NaN,         NaN
  8140.0,  1.463899E-4,  1040.46173,          NaN,         NaN, 8.340045E-13,  1167.36705,          NaN,         NaN
  8141.0,  1.545221E-4,  1040.57032,          NaN,         NaN, 8.322568E-13,  1167.47060,          NaN,         NaN
  8142.0,  1.641639E-4,  1040.68011,          NaN,         NaN, 8.249030E-13,  1167.56579,          NaN,         NaN
  8143.0,  1.754017E-4,  1040.79224,          NaN,         NaN, 8.130607E-13,  1167.65159,          NaN,         NaN
  8144.0,  1.882675E-4,  1040.90759,          NaN,         NaN, 7.981810E-13,  1167.72692,          NaN,         NaN
  8145.0,  2.027392E-4,  1041.02669,          NaN,         NaN, 7.820607E-13,  1167.79081,          NaN,         NaN
  8146.0,  2.187453E-4,  1041.14977,          NaN,         NaN, 7.668251E-13,  1167.84268,          NaN,         NaN
  8147.0,  2.361686E-4,  1041.27678,          NaN,         NaN, 7.548492E-13,  1167.88262,          NaN,         NaN
  8148.0,  2.548511E-4,  1041.40753,          NaN,         NaN, 7.485927E-13,  1167.91183,          NaN,         NaN
  8149.0,  2.745974E-4,  1041.54167,          NaN,         NaN, 7.503356E-13,  1167.93287,          NaN,         NaN
  8150.0,  2.951785E-4,  1041.67883,          NaN,         NaN, 7.618526E-13,  1167.94955,          NaN,         NaN
  8151.0,  3.163346E-4,  1041.81859,          NaN,         NaN, 7.841222E-13,  1167.96638,          NaN,         NaN
  8152.0,  3.377787E-4,  1041.96056,          NaN,         NaN, 8.171821E-13,  1167.98769,          NaN,         NaN
  8153.0,  3.591991E-4,  1042.10436,          NaN,         NaN, 8.601882E-13,  1168.01686,          NaN,         NaN
  8154.0,  3.802636E-4,  1042.24967,          NaN,         NaN, 9.116314E-13,  1168.05593,          NaN,         NaN
  8155.0,  4.006236E-4,  1042.39616,          NaN,         NaN, 9.696112E-13,  1168.10562,          NaN,         NaN
  8156.0,  4.199184E-4,  1042.54358,          NaN,         NaN, 1.032078E-12,  1168.16566,          NaN,         NaN
  8157.0,  4.377804E-4,  1042.69170,          NaN,         NaN, 1.097003E-12,  1168.23521,          NaN,         NaN
  8158.0,  4.538405E-4,  1042.84029,          NaN,         NaN, 1.162477E-12,  1168.31312,          NaN,         NaN
  8159.0,  4.677341E-4,  1042.98918,          NaN,         NaN, 1.226756E-12,  1168.39820,          NaN,         NaN
  8160.0,  4.791067E-4,  1043.13819,          NaN,         NaN, 1.288286E-12,  1168.48927,          NaN,         NaN
  8161.0,  4.876204E-4,  1043.28716,          NaN,         NaN, 1.345698E-12,  1168.58527,          NaN,         NaN
  8162.0,  4.929599E-4,  1043.43593,          NaN,         NaN, 1.397806E-12,  1168.68526,          NaN,         NaN
  8163.0,  4.948385E-4,  1043.58435,          NaN,         NaN, 1.443605E-12,  1168.78840,          NaN,         NaN
  8164.0,  4.930041E-4,  1043.73223,          NaN,         NaN, 1.482258E-12,  1168.89396,          NaN,         NaN
  8165.0,  4.872448E-4,  1043.87939,          NaN,         NaN, 1.513098E-12,  1169.00128,          NaN,         NaN
  8166.0,  4.773943E-4,  1044.02560,          NaN,         NaN, 1.535619E-12,  1169.10976,          NaN,         NaN
  8167.0,  4.633367E-4,  1044.17055,          NaN,         NaN, 1.549474E-12,  1169.21888,          NaN,         NaN
  8168.0,  4.450117E-4,  1044.31388,          NaN,         NaN, 1.554474E-12,  1169.32810,          NaN,         NaN
  8169.0,  4.224189E-4,  1044.45507,          NaN,         NaN, 1.550582E-12,  1169.43693,          NaN,         NaN
  8170.0,  3.956232E-4,  1044.59337,          NaN,         NaN, 1.537916E-12,  1169.54488,          NaN,         NaN
  8171.0,  3.647618E-4,  1044.72769,          NaN,         NaN, 1.516743E-12,  1169.65142,          NaN,         NaN
  8172.0,  3.300539E-4,  1044.85634,          NaN,         NaN, 1.487478E-12,  1169.75601,          NaN,         NaN
  8173.0,  2.918207E-4,  1044.97650,          NaN,         NaN, 1.450687E-12,  1169.85805,          NaN,         NaN
  8174.0,  2.505263E-4,  1045.08321,          NaN,         NaN, 1.407085E-12,  1169.95689,          NaN,         NaN
  8175.0,  2.068791E-4,  1045.16693,          NaN,         NaN, 1.357541E-12,  1170.05178,          NaN,         NaN
  8176.0,  1.621128E-4,  1045.20715,          NaN,         NaN, 1.303081E-12,  1170.14189,          NaN,         NaN
  8177.0,  1.189106E-4,  1045.15439,          NaN,         NaN, 1.244898E-12,  1170.22628,          NaN,         NaN
  8178.0,  8.472857E-5,  1044.89083,          NaN,         NaN, 1.184361E-12,  1170.30388,          NaN,         NaN
  8179.0,  7.765068E-5,  1044.35430,          NaN,         NaN, 1.123026E-12,  1170.37356,          NaN,         NaN
  8180.0,  1.054340E-4,  1043.95975,          NaN,         NaN, 1.062643E-12,  1170.43413,          NaN,         NaN
  8181.0,  1.504282E-4,  1043.83798,          NaN,         NaN, 1.005150E-12,  1170.48451,          NaN,         NaN
  8182.0,  2.012540E-4,  1043.84828,          NaN,         NaN, 9.526381E-13,  1170.52394,          NaN,         NaN
  8183.0,  2.538038E-4,  1043.91766,          NaN,         NaN, 9.072674E-13,  1170.55227,          NaN,         NaN
  8184.0,  3.062505E-4,  1044.01684,          NaN,         NaN, 8.711092E-13,  1170.57035,          NaN,         NaN
  8185.0,  3.574978E-4,  1044.13286,          NaN,         NaN, 8.459120E-13,  1170.58029,          NaN,         NaN
  8186.0,  4.067360E-4,  1044.25930,          NaN,         NaN, 8.328283E-13,  1170.58551,          NaN,         NaN
  8187.0,  4.532968E-4,  1044.39266,          NaN,         NaN, 8.321878E-13,  1170.59030,          NaN,         NaN
  8188.0,  4.966001E-4,  1044.53090,          NaN,         NaN, 8.434190E-13,  1170.59904,          NaN,         NaN
  8189.0,  5.361347E-4,  1044.67279,          NaN,         NaN, 8.651640E-13,  1170.61538,          NaN,         NaN
  8190.0,  5.714515E-4,  1044.81752,          NaN,         NaN, 8.955380E-13,  1170.64172,          NaN,         NaN
  8191.0,  6.021637E-4,  1044.96459,          NaN,, 9.324284E-13,  1170.67919,          NaN,
  8192.0,  6.279481E-4,  1045.11367,          NaN,, 9.737413E-13,  1170.72787,          NaN,
  8193.0,  6.485479E-4,  1045.26456,          NaN,, 1.017558E-12,  1170.78718,          NaN,
  8194.0,  6.637757E-4,  1045.41716,          NaN,, 1.062211E-12,  1170.85620,          NaN,
  8195.0,  6.735163E-4,  1045.57145,          NaN,, 1.106295E-12,  1170.93390,          NaN,
  8196.0,  6.777283E-4,  1045.72747,          NaN,, 1.148660E-12,  1171.01928,          NaN,
  8197.0,  6.764464E-4,  1045.88532,          NaN,, 1.188379E-12,  1171.11145,          NaN,
  8198.0,  6.697820E-4,  1046.04518,          NaN,, 1.224720E-12,  1171.20967,          NaN,
  8199.0,  6.579238E-4,  1046.20729,          NaN,, 1.257114E-12,  1171.31332,          NaN,
  8200.0,  6.411384E-4,  1046.37200,          NaN,, 1.285136E-12,  1171.42192,          NaN,
  8201.0,  6.197698E-4,  1046.53974,          NaN,, 1.308480E-12,  1171.53511,          NaN,
  8202.0,  5.942408E-4,  1046.71109,          NaN,, 1.326945E-12,  1171.65263,          NaN,
  8203.0,  5.650535E-4,  1046.88679,          NaN,, 1.340428E-12,  1171.77433,          NaN,
  8204.0,  5.327930E-4,  1047.06780,          NaN,, 1.348908E-12,  1171.90012,          NaN,
  8205.0,  4.981323E-4,  1047.25537,          NaN,, 1.352449E-12,  1172.03000,          NaN,
  8206.0,  4.618423E-4,  1047.45109,          NaN,, 1.351194E-12,  1172.16404,          NaN,
